9H.HR04A;1;1
9H.HR05A;1;1
9H.HR06A;1;1
9H.HR07A;1;1
9H.HR08A;1;1
9H.HR09A;1;1
9H.HR10A;1;1
9H.HR11A;1;1
9H.HR12A;1;1
AC.BCI;2;2
AC.BERA;5;5
AC.KBN;-1;-1
AC.LACI;5;5
AC.LSK;2;2
AC.PHP;-1;-1
AC.PUK;2;2
AC.SRN;2;2
AC.VLO;-1;-1
BS.BLKB;2;2
BS.BLSH;0;0
BS.DIM;4;4
BS.DOBAM;1;1
BS.ELND;2;2
BS.JMB;4;4
BS.KALB;2;2
BS.KDZ;0;0
BS.KKB;0;0
BS.KOZAM;1;1
BS.KUBB;2;2
BS.LOZB;2;2
BS.MMB;0;0
BS.MNNAM;1;1
BS.MPE;2;2
BS.PGB;0;0
BS.PLD;0;0
BS.PLNA;0;0
BS.PLVAM;1;1
BS.PLVB;2;2
BS.PRD;0;0
BS.PSN;2;2
BS.PVL;0;0
BS.RAZAM;1;1
BS.RAZG;2;2
BS.RUSAM;1;1
BS.RZN;0;0
BS.SHAB;2;2
BS.SILAM;1;1
BS.SZH;0;0
BS.TRAN;0;0
BS.VETAM;1;1
BS.VTS1;0;0
BS.YUND;5;5
BW.ALFT;0;1
BW.BE1;1;4
BW.BGDS;0;0
BW.BHG;1;1
BW.BIB;0;1
BW.DHFO;0;1
BW.DRMY1;0;0
BW.DRMY2;1;1
BW.DRMY3;0;0
BW.DRMY4;0;0
BW.DRMY5;0;0
BW.DRMY6;0;0
BW.DRMY7;0;0
BW.DROMY;1;1
BW.FFB1;1;1
BW.FFB2;5;5
BW.FFB3;1;1
BW.GELB;0;1
BW.GRMB;0;1
BW.KW1;1;4
BW.MGS01;1;1
BW.MGS02;0;1
BW.MGS03;1;1
BW.MGS04;0;1
BW.MGS05;0;1
BW.MGSBH;1;1
BW.MNH;0;0
BW.OBER;2;2
BW.PART;2;2
BW.RJOB;0;4
BW.RMOA;2;2
BW.RNHA;2;2
BW.RNON;2;2
BW.RTBE;2;2
BW.RTSA;0;3
BW.RTSH;2;2
BW.RWMO;1;1
BW.SCE;0;4
BW.SYB01;0;4
BW.SYB02;0;0
BW.SYB03;0;0
BW.SYBAD;0;0
BW.SYBOB;0;0
BW.TON;0;1
BW.UH3;2;4
BW.ULIP;1;1
BW.WRNG;0;0
BW.ZUGS;2;5
C4.CERN1;3;3
C4.CERN5;3;3
C4.CERNS;3;3
CH.ACB;1;3
CH.AIGLE;1;3
CH.AUBON;1;1
CH.BALST;1;1
CH.BAULM;1;1
CH.BERGE;3;3
CH.BERNI;1;1
CH.BIBA;1;1
CH.BLOTZ;1;1
CH.BNALP;1;3
CH.BOBI;1;1
CH.BOURR;1;3
CH.BRANT;1;3
CH.CHAMB;1;1
CH.CHASS;1;1
CH.COLLE;1;1
CH.DAGMA;1;1
CH.DAVOX;1;1
CH.DIX;3;3
CH.EMBD;1;1
CH.EMING;3;3
CH.EMMET;1;1
CH.EWZT0;1;1
CH.FIESA;3;3
CH.FLACH;2;2
CH.FULLY;1;1
CH.FUORN;1;1
CH.FUSIO;1;1
CH.GIMEL;1;1
CH.GOURZ;1;1
CH.GRIMS;3;3
CH.GRYON;1;1
CH.HAMIK;1;1
CH.HASLI;1;3
CH.HAUIG;3;3
CH.ILLEZ;1;1
CH.JAUN;1;1
CH.LADOL;1;1
CH.LASAR;1;1
CH.LAUCH;1;1
CH.LAVEY;1;1
CH.LIENZ;1;1
CH.LKBD2;1;1
CH.LLS;3;5
CH.MATTE;3;3
CH.MESRY;1;1
CH.METMA;3;3
CH.MFERR;1;1
CH.MMK;1;3
CH.MOUTI;1;1
CH.MTI01;1;1
CH.MTI02;1;1
CH.MTIA1;1;1
CH.MTIA4;1;1
CH.MUGIO;1;3
CH.MUO;1;3
CH.MUTEZ;1;1
CH.NALPS;1;3
CH.ONNEN;1;1
CH.OPENS;1;1
CH.OTER2;3;3
CH.OTTER;1;1
CH.PANIX;3;3
CH.PERON;1;1
CH.PLONS;1;1
CH.ROMAN;3;3
CH.ROTHE;1;1
CH.SAARA;1;1
CH.SAIG;1;1
CH.SAIRA;3;3
CH.SALAN;1;1
CH.SALEV;1;1
CH.SALTS;1;1
CH.SAPK;1;1
CH.SARC;1;1
CH.SARD;1;1
CH.SARE;1;1
CH.SARK;1;1
CH.SAUR;1;1
CH.SAVIG;1;1
CH.SAXE;1;1
CH.SAYF2;1;1
CH.SBAF;1;1
CH.SBAJ2;1;1
CH.SBAK;1;1
CH.SBAM2;1;1
CH.SBAP;1;1
CH.SBAS;1;1
CH.SBAT2;1;1
CH.SBAV;1;1
CH.SBAW;1;1
CH.SBEF;1;1
CH.SBERN;1;1
CH.SBGN;1;1
CH.SBIF2;1;1
CH.SBIK;1;1
CH.SBIS2;1;1
CH.SBRS;1;1
CH.SBUA2;1;1
CH.SBUB;1;1
CH.SBUH;1;1
CH.SBUL;1;1
CH.SBUS;1;1
CH.SCAS2;1;1
CH.SCEL;1;1
CH.SCHAT;1;1
CH.SCHIO;1;1
CH.SCHK;1;1
CH.SCHS;1;1
CH.SCME;1;1
CH.SCOD;1;1
CH.SCOU;1;1
CH.SCRM;1;1
CH.SCUC;1;1
CH.SCUG;1;1
CH.SDAK;1;1
CH.SDES;1;1
CH.SEFS;1;1
CH.SEMOS;1;1
CH.SENGL;1;1
CH.SENIN;3;3
CH.SEPFL;1;1
CH.SFEL;1;1
CH.SFRA;1;1
CH.SFRS;1;1
CH.SFRU;1;1
CH.SFUY;1;1
CH.SGAK;1;1
CH.SGEV;1;1
CH.SGLK;1;1
CH.SGRA;1;1
CH.SGT00;2;2
CH.SGWS;1;1
CH.SHEK;1;1
CH.SHER;1;1
CH.SIEB;1;1
CH.SIMPL;1;1
CH.SINS;1;1
CH.SIOH;1;1
CH.SIOM;1;1
CH.SIOO;1;1
CH.SIOV;1;1
CH.SIZS;1;1
CH.SKAF;1;1
CH.SKEK;1;1
CH.SKIES;1;1
CH.SKLW;1;1
CH.SKRK;1;1
CH.SLCF;1;1
CH.SLE;1;3
CH.SLENK;1;1
CH.SLIES;1;1
CH.SLOP;1;1
CH.SLTM2;1;1
CH.SLUB;1;1
CH.SLUK;1;1
CH.SLUW;1;1
CH.SLUX;1;1
CH.SMAO;1;1
CH.SMEIS;1;1
CH.SMELS;1;1
CH.SMFL;1;1
CH.SMOE;1;1
CH.SMZW;1;1
CH.SNES2;1;1
CH.SNIB;1;1
CH.SNTZ;1;1
CH.SOLB;1;1
CH.SOLZ;1;1
CH.SONUG;1;1
CH.SRENH;1;1
CH.SRER;1;1
CH.SRFW;1;1
CH.SRHB;1;1
CH.SRHE;1;1
CH.SRHH;1;1
CH.SSCN;1;1
CH.SSMS;1;1
CH.SSTS;1;1
CH.STAF;1;1
CH.STEIN;1;1
CH.STGK;1;1
CH.STHK;1;1
CH.STIEG;1;1
CH.STRW;1;1
CH.STSP;1;1
CH.STSW2;1;1
CH.SULZ;1;3
CH.SUSI;1;1
CH.SVAM;1;1
CH.SVBE;1;1
CH.SVEJ;1;1
CH.SVIK;1;1
CH.SVIL;1;1
CH.SVIO;1;1
CH.SVIS1;1;1
CH.SVIT;1;1
CH.SWAS;1;1
CH.SWERG;1;1
CH.SWIK;1;1
CH.SWIM;1;1
CH.SWIS;1;1
CH.SWYZ;1;1
CH.SYVP;1;1
CH.SZEK;1;1
CH.SZER;1;1
CH.SZIM;1;1
CH.SZUZ;1;1
CH.SZWD2;1;1
CH.TORNY;1;1
CH.TRULL;1;1
CH.VANNI;1;1
CH.VDL;1;3
CH.VDR;1;1
CH.VINZL;1;1
CH.VMV;1;1
CH.WALHA;3;3
CH.WEIN;1;1
CH.WEIN2;1;1
CH.WGT;1;1
CH.WILA;1;1
CH.WIMIS;1;1
CH.WOLEN;3;3
CH.ZUR;1;3
CL.AGEO;-1;-1
CL.AGRP;-1;4
CL.AIOA;-1;-1
CL.DIMT;-1;-1
CL.MALA;4;4
CL.MG04;-1;-1
CL.MG06;-1;-1
CL.PANR;-1;-1
CL.PSAM;-1;4
CL.PSAR;-1;-1
CL.PYRG;-1;-1
CL.ROD3;-1;4
CL.TEME;-1;-1
CL.TRIZ;-1;4
CL.ZIRI;-1;4
CR.BRJN;2;2
CR.DBRK;0;0
CR.HVAR;2;2
CR.MORI;0;0
CR.MOSL;2;2
CR.OZLJ;0;0
CR.RIY;0;0
CR.STON;0;0
CR.ZAG;0;0
CZ.CKRC;0;1
CZ.DPC;2;5
CZ.JAVC;0;0
CZ.KHC;2;2
CZ.KRLC;0;1
CZ.KRUC;0;0
CZ.MAUC;0;0
CZ.MORC;2;2
CZ.OKC;4;4
CZ.PRA;0;0
CZ.PRU;2;2
CZ.STAC;0;0
CZ.STEB;0;0
CZ.TREC;0;1
CZ.VRAC;0;0
CZ.ZVC;0;0
EG.BUT;0;0
EG.E02;0;0
EG.E03;0;0
EG.GRA;0;0
EG.MMAA;0;0
EG.PRR;0;0
EG.SHTA;0;0
EG.STC;0;0
EG.STE;0;0
EG.TST;0;0
EG.W01;0;0
EG.W02;0;0
EG.W03;0;0
FR.ABJF;-1;-1
FR.ADHE;-1;-1
FR.AGO;-1;-1
FR.AJAC;-1;1
FR.ARBF;-1;-1
FR.ARTF;-1;1
FR.ASEAF;4;4
FR.BALS;-1;-1
FR.BANN;-1;-1
FR.BLAF;-1;-1
FR.BOUC;-1;1
FR.BRGF;-1;-1
FR.BSTF;-1;-1
FR.CALF;-1;-1
FR.CFF;-1;-1
FR.CHA2;-1;-1
FR.CHAMO;-1;-1
FR.CHLF;-1;-1
FR.CHMF;-1;-1
FR.CLAF;-1;1
FR.CMPS;-1;-1
FR.COLF;-1;-1
FR.COURM;-1;-1
FR.CREF;-1;-1
FR.EILF;1;1
FR.ENAUX;-1;-1
FR.ESCA;-1;-1
FR.FAHY;-1;-1
FR.FOURG;-1;-1
FR.FRNF;-1;-1
FR.GARF;-1;-1
FR.GRN;-1;1
FR.GZNF;-1;-1
FR.HOUCH;-1;-1
FR.HRSF;-1;-1
FR.ILLF;-1;1
FR.ISO;-1;1
FR.JAUF;-1;-1
FR.LAJAS;-1;-1
FR.LBL;-1;-1
FR.LEPF;-1;-1
FR.LEUC;-1;-1
FR.MCECU;-1;-1
FR.MFC;-1;-1
FR.MIGAL;-1;-1
FR.MLYF;-1;-1
FR.MON;-1;-1
FR.MONQ;-1;-1
FR.MORSI;-1;-1
FR.MUG01;-1;-1
FR.MVIF;-1;1
FR.NIMR;-1;-1
FR.NOCA;-1;-1
FR.OG02;-1;-1
FR.OG35;-1;-1
FR.OGAG;-1;-1
FR.OGCB;-1;-1
FR.OGCC;-1;-1
FR.OGCE;-1;-1
FR.OGCN;-1;-1
FR.OGCY;-1;-1
FR.OGDF;-1;-1
FR.OGDI;-1;-1
FR.OGGL;-1;-1
FR.OGJA;-1;-1
FR.OGLC;-1;-1
FR.OGMO;-1;1
FR.OGMY;-1;-1
FR.OGRV;-1;-1
FR.OGS1;-1;-1
FR.OGS2;-1;-1
FR.OGS3;-1;-1
FR.OGSA;-1;-1
FR.OGSI;-1;1
FR.OGSM;-1;1
FR.OGVA;-1;-1
FR.OGVG;-1;-1
FR.PIAF;-1;-1
FR.PLDF;-1;-1
FR.PLYF;-1;-1
FR.PRABE;-1;-1
FR.PRIMA;-1;-1
FR.REST;-1;-1
FR.REVF;-1;1
FR.RIVEL;-1;-1
FR.RONF;1;1
FR.RSL;-1;-1
FR.RUSF;4;4
FR.SALSA;-1;-1
FR.SAOF;-1;-1
FR.SAUF;-1;-1
FR.SGSF;-1;-1
FR.SLVF;-1;-1
FR.SMPL;-1;-1
FR.SPIF;-1;-1
FR.STROF;-1;-1
FR.SURF;-1;-1
FR.TAMIE;-1;-1
FR.TRBF;-1;-1
FR.TRIGF;-1;-1
FR.TURF;-1;-1
FR.VAL4;0;0
FR.VERF;-1;-1
FR.WALT;-1;1
G.SSB;-1;4
GE.KERA;0;4
GE.MARCO;4;4
GE.MATE;4;4
GE.TIRR;4;4
GQ.MUNBY;0;0
GQ.SILBW;0;0
GR.FUR;3;3
GR.GEA0;0;0
GR.GEA1;0;0
GR.GEA2;0;0
GR.GEA3;0;0
GR.GEB1;0;0
GR.GEB2;0;5
GR.GEB3;0;0
GR.GEB4;0;0
GR.GEB5;0;0
GR.GEC1;0;0
GR.GEC2;2;2
GR.GEC2X;0;0
GR.GEC3;0;0
GR.GEC4;0;0
GR.GEC5;0;0
GR.GEC6;0;0
GR.GEC7;2;2
GR.GED1;0;0
GR.GED2;0;0
GR.GED3;0;0
GR.GED4;0;0
GR.GED5;0;0
GR.GED6;0;0
GR.GED7;0;0
GR.GED8;0;0
GR.GED9;0;0
GR.I26H1;4;4
GR.I26H2;0;3
GR.I26H3;0;3
GR.I26H4;0;3
GR.I26H5;0;3
GR.I26H6;0;0
GR.I26H7;0;0
GR.I26H8;0;0
GR.UBR;0;0
GU.BHB;-1;-1
GU.BIGN;-1;-1
GU.BLANC;-1;-1
GU.BURY;-1;-1
GU.CANO;-1;-1
GU.CARD;-1;-1
GU.CIRO;2;2
GU.ENR;-1;-1
GU.EQUI;-1;4
GU.FIVI;-1;-1
GU.GBOS;-1;-1
GU.GENL;-1;-1
GU.GORR;4;4
GU.GRAM;2;2
GU.GSCL;-1;-1
GU.IMI;2;4
GU.LSD;2;2
GU.MAIM;3;3
GU.MGRO;-1;-1
GU.NEGI;3;3
GU.PCP;2;2
GU.POPM;3;3
GU.PZZ;2;2
GU.REMY;2;2
GU.RNCA;2;2
GU.RORO;3;3
GU.ROTM;2;2
GU.RRL;2;2
GU.RSP;2;2
GU.SARM;4;4
GU.SATI;2;2
GU.STV;-1;-1
GU.TRAV;2;2
GX.CAMPI;0;0
HA.ACOR;0;4
HA.AIGS;0;0
HA.AMPE;4;4
HA.ANTK;0;0
HA.ATAL;0;4
HA.ATHR;4;4
HA.ATHU;2;2
HA.AXAR;0;0
HA.CORS;0;0
HA.DOMV;0;0
HA.DRES;1;1
HA.EPID;0;0
HA.ERTR;1;1
HA.HAVD;4;4
HA.KALE;0;0
HA.KARY;0;0
HA.KIAS;0;0
HA.LAKA;0;0
HA.LOUT;0;0
HA.LTRS;0;0
HA.MDRA;2;2
HA.MRKA;0;4
HA.MRTH;4;4
HA.NAFS;0;0
HA.PRDM;0;0
HA.PSAH;0;0
HA.SERI;0;0
HA.SNT1;0;4
HA.SNT5;4;4
HA.STFN;4;4
HA.THAL;0;0
HA.THIV;4;4
HA.VILL;0;0
HA.XLKS;0;0
HC.ABEA;0;0
HC.ATEI;0;0
HC.CHAN;0;0
HC.DEYA;0;0
HC.G0LD;0;0
HC.GVDS;0;0
HC.IMOD;0;0
HC.IPPL;0;0
HC.KNDR;2;2
HC.KNSS;0;0
HC.KTHR;0;0
HC.KTRS;0;0
HC.LENT;0;0
HC.MULT;0;0
HC.NERO;0;0
HC.PASK;0;0
HC.PERI;0;0
HC.PFKS;0;0
HC.POLY;0;0
HC.RODP;0;4
HC.SOUD;0;0
HC.STIA;0;0
HC.TEFL;4;4
HC.THNO;0;0
HI.AGN1;0;0
HI.AGR3;0;0
HI.AIA1;0;0
HI.AIG2;0;0
HI.AKR1;0;0
HI.ALX2;0;0
HI.AOL1;0;0
HI.ARE2;0;0
HI.ARG2;0;0
HI.ARK1;0;0
HI.ARS1;0;0
HI.ART2;0;0
HI.AST1;0;0
HI.ATH5;0;0
HI.CH01;0;0
HI.CH02;0;0
HI.CH03;0;0
HI.DRA2;0;0
HI.FLO2;0;0
HI.FRS1;0;0
HI.GOR1;0;0
HI.GRE3;0;0
HI.GTH2;0;0
HI.HER1;0;0
HI.HER2;0;0
HI.HER3;0;0
HI.IGM2;0;0
HI.ITC1;0;0
HI.ITE1;0;0
HI.ITS1;0;0
HI.JAN2;0;0
HI.JAN3;0;0
HI.KAC1;0;0
HI.KAL3;0;0
HI.KAR2;0;0
HI.KAS2;0;0
HI.KIF1;0;0
HI.KIS1;0;0
HI.KLR1;0;0
HI.KLV1;0;0
HI.KMT1;0;0
HI.KMV1;0;0
HI.KNS1;0;0
HI.KOR2;0;0
HI.KOZ2;0;0
HI.KRI1;0;0
HI.KRK1;0;0
HI.KSS1;0;0
HI.KTL1;0;0
HI.KYM1;0;0
HI.KYP2;0;0
HI.LAM2;0;0
HI.LAR4;0;0
HI.LEF2;0;0
HI.LEO1;0;0
HI.LMN1;0;0
HI.LMS2;0;0
HI.LXR1;0;0
HI.LXR2;0;0
HI.MGP1;0;0
HI.MOS1;0;0
HI.MSL1;0;0
HI.NAX1;0;0
HI.NMA1;0;0
HI.NPS1;0;0
HI.PAT4;0;0
HI.PAT5;0;0
HI.PER1;0;0
HI.PET1;0;0
HI.PIR1;0;0
HI.PIR2;0;0
HI.PIR3;0;0
HI.PLA1;0;0
HI.PLC1;0;0
HI.PLN1;0;0
HI.PRE2;0;0
HI.PTO1;0;0
HI.PYL1;0;0
HI.PYR2;0;0
HI.PYR3;0;0
HI.RTH1;0;0
HI.SEIS;0;0
HI.SFK2;0;0
HI.SFL1;0;0
HI.SFR2;0;0
HI.SGR1;0;0
HI.SIA1;0;0
HI.SIT2;0;0
HI.SKO1;0;0
HI.SKY1;0;0
HI.SPP1;0;0
HI.STL1;0;0
HI.THS1;0;0
HI.THV2;0;0
HI.TRP1;0;0
HI.VAS2;0;0
HI.VOL2;0;0
HI.VOL3;0;0
HI.VRO1;0;0
HI.VSK1;0;0
HI.XAN2;0;0
HI.ZAK2;0;0
HL.ACHA;1;1
HL.AGNA;1;1
HL.AGXA;0;0
HL.AIGN;0;0
HL.ALNA;0;0
HL.AMGA;0;0
HL.AMYA;0;0
HL.ANKY;0;0
HL.APE;0;0
HL.ARIA;1;1
HL.ARTB;1;1
HL.ASTA;0;0
HL.ATH;1;1
HL.ATHP;1;1
HL.CHNB;1;1
HL.CLEM;0;0
HL.CRE1;0;0
HL.CRE2;0;0
HL.CRE3;0;0
HL.CRE4;0;0
HL.DION;5;5
HL.DLFA;1;1
HL.DRPA;1;1
HL.EFSA;1;1
HL.ELAT;0;0
HL.ELFA;1;1
HL.ELIN;0;0
HL.EVR;0;0
HL.GINA;1;1
HL.GVD;1;1
HL.HERG;0;0
HL.IACM;1;1
HL.IDI;0;0
HL.IKRA;1;1
HL.IMAN;0;0
HL.IMMV;0;0
HL.ITM;0;4
HL.JAN;0;0
HL.KARA;0;0
HL.KARP;0;1
HL.KASA;1;1
HL.KEK;0;4
HL.KIAA;1;1
HL.KLNA;1;1
HL.KLV;0;0
HL.KOMA;1;1
HL.KOSD;0;0
HL.KSTE;0;0
HL.KTHA;1;1
HL.KURT;0;0
HL.KVLA;1;1
HL.KYMI;0;0
HL.KYPS;0;0
HL.KZN;0;0
HL.LALA;0;0
HL.LIA;0;0
HL.LKR;3;3
HL.LVRA;0;0
HL.LXRA;1;1
HL.MET1;1;1
HL.MET2;0;0
HL.MET3;0;0
HL.MET4;0;0
HL.MET5;0;0
HL.MET6;0;0
HL.MGNA;1;1
HL.MHLO;0;0
HL.MILA;1;1
HL.MNVA;1;1
HL.MRTH;0;0
HL.NASA;1;1
HL.NEO;0;1
HL.NGRA;1;1
HL.NISR;5;5
HL.NISR2;0;0
HL.NOAC;0;0
HL.NPLA;1;1
HL.NPS;0;0
HL.NVR;2;2
HL.OINA;0;0
HL.OREA;1;1
HL.ORTH;0;0
HL.OTHN;0;0
HL.PATC;1;1
HL.PATG;0;0
HL.PENT;2;2
HL.PLG;0;0
HL.PRAS;0;0
HL.PRGA;1;1
HL.PSRA;0;0
HL.PTL;0;5
HL.RDO;2;4
HL.RIOA;1;1
HL.RLS;0;0
HL.SANT;0;0
HL.SAP3;0;0
HL.SAP4;0;0
HL.SIVA;0;0
HL.SKY;0;0
HL.SMHA;1;1
HL.SMTH;0;0
HL.SOFA;1;1
HL.TETR;0;0
HL.THERA;0;0
HL.THI1;0;0
HL.THI2;0;0
HL.THL;0;0
HL.THRA;0;0
HL.THVA;0;0
HL.THVC;0;0
HL.TITH;0;0
HL.TNSA;0;0
HL.TRKA;1;1
HL.VAM;0;0
HL.VASL;0;0
HL.VELA;0;0
HL.VLI;0;0
HL.VLS;0;4
HL.VLY;0;4
HL.YDRA;0;0
HL.ZARA;1;1
HL.ZKR;0;4
HP.AMPL;0;0
HP.AMT;0;0
HP.ANX;0;0
HP.AXS;2;4
HP.DRO;0;0
HP.DSF;2;2
HP.EFP;0;1
HP.FSK;0;0
HP.GUR;0;0
HP.KSTR;0;0
HP.LTHK;0;0
HP.LTK;0;0
HP.PDO;0;1
HP.PLEV;1;1
HP.PRMD;0;0
HP.PVO;0;0
HP.PYL;0;0
HP.SERG;0;0
HP.UPR;0;4
HP.VALY;0;0
HP.VLX;0;0
HP.VVK;0;1
HT.ACHL;4;4
HT.AGG;0;0
HT.AKRO;0;0
HT.ALN;0;0
HT.AOS2;0;0
HT.CHOS;0;0
HT.CMBO;0;5
HT.DMLN;4;4
HT.DRAG;0;4
HT.EVGI;0;4
HT.FLNA;2;2
HT.FNA;0;0
HT.FNA1;0;0
HT.FNA2;0;0
HT.FNA3;0;0
HT.FNA4;0;0
HT.FNA5;0;0
HT.GRG;0;0
HT.HORT;0;0
HT.IGT;0;0
HT.ITHC;4;4
HT.KAVA;0;0
HT.KNT;2;5
HT.KOKK;0;0
HT.KPRO;0;0
HT.KRND;0;0
HT.LFKM;0;0
HT.LIT;0;0
HT.LKD2;0;0
HT.NESN;4;4
HT.NEST;0;0
HT.NIS1;0;0
HT.NYDR;4;4
HT.OUR;0;0
HT.PAIG;0;0
HT.PSDA;0;0
HT.RTZL;0;0
HT.SIGR;0;0
HT.SOH;0;0
HT.SRS;2;2
HT.STRF;0;0
HT.THAS;0;0
HT.THE;0;0
HT.THR2;0;0
HT.THR3;0;0
HT.THR5;0;0
HT.THR6;0;0
HT.THR8;0;0
HT.THR9;0;0
HT.THT1;0;4
HT.TSLK;4;4
HT.TYRN;0;0
HT.XOR;0;0
HU.ABAH;0;0
HU.AMBH;0;0
HU.BEHE;0;4
HU.BSZH;0;0
HU.BUD;0;0
HU.CSKK;0;4
HU.EGYH;0;0
HU.KOVH;0;0
HU.LTVH;0;0
HU.MORH;0;0
HU.MPLH;0;0
HU.PSZ;4;4
HU.SOP;0;0
HU.TIH;2;2
HU.TRPA;0;0
IV.ACATE;-1;-1
IV.ACER;-1;-1
IV.AGLI;-1;-1
IV.AGST;-1;3
IV.AIO;-1;-1
IV.ALJA;2;3
IV.AMUR;-1;-1
IV.AOI;2;4
IV.APEC;-1;-1
IV.APPI;-1;3
IV.APRC;-1;-1
IV.ARCI;-1;-1
IV.ARRO;-1;-1
IV.ARVD;2;3
IV.ASCOL;-1;-1
IV.ASOL;-1;-1
IV.ASQU;-1;-1
IV.ASSB;2;2
IV.ATBU;-1;-1
IV.ATCC;-1;-1
IV.ATFO;2;2
IV.ATLO;-1;-1
IV.ATMC;-1;-1
IV.ATMI;2;2
IV.ATPC;2;2
IV.ATPI;-1;-1
IV.ATSC;-1;-1
IV.ATVA;-1;-1
IV.ATVO;2;2
IV.BADI;-1;3
IV.BAG8;-1;-1
IV.BARO;-1;-1
IV.BASIC;-1;-1
IV.BDI;2;2
IV.BIOG;-1;-1
IV.BLLA;-1;-1
IV.BOB;2;2
IV.BORM;-1;-1
IV.BOSL;2;2
IV.BOZZ;-1;-1
IV.BRES;-1;4
IV.BRICA;-1;-1
IV.BRIS;-1;-1
IV.BRMO;3;3
IV.BRSN;-1;-1
IV.BSSO;-1;-1
IV.BULG;2;2
IV.BULT;-1;-1
IV.CAAM;2;2
IV.CADA;-1;-1
IV.CADC;-1;-1
IV.CAFE;-1;-1
IV.CAFI;3;3
IV.CAGG;-1;-1
IV.CAIS;-1;-1
IV.CAMP;-1;3
IV.CAPA;-1;-1
IV.CAPR;-1;-1
IV.CAR1;-1;-1
IV.CASP;2;2
IV.CAVE;-1;-1
IV.CAVT;2;2
IV.CAWE;4;4
IV.CBAC;4;4
IV.CBAG;5;5
IV.CCAP;-1;-1
IV.CDCA;-1;4
IV.CDRU;-1;-1
IV.CELB;2;2
IV.CELI;-1;-1
IV.CERA;-1;-1
IV.CERT;-1;-1
IV.CESI;2;3
IV.CESX;3;3
IV.CET2;2;2
IV.CFMN;2;4
IV.CGL;4;4
IV.CIGN;2;3
IV.CIMA;-1;-1
IV.CIMI;-1;-1
IV.CING;2;2
IV.CLTA;-1;-1
IV.CLTB;3;3
IV.CMDO;3;3
IV.CMIS;-1;-1
IV.CMPO;-1;-1
IV.CMPR;-1;-1
IV.CMSN;-1;-1
IV.CMTS;4;4
IV.CNCS;-1;-1
IV.CNIS;4;4
IV.COLB;4;4
IV.COR1;-1;-1
IV.CORL;3;3
IV.CPGN;-1;-1
IV.CPIS;5;5
IV.CPOZ;4;4
IV.CPTP;2;2
IV.CQUE;3;3
IV.CRAC;4;4
IV.CRE;2;3
IV.CRJA;2;2
IV.CRMI;2;2
IV.CRND;-1;-1
IV.CROCE;-1;-1
IV.CRTC;-1;-1
IV.CRTO;4;4
IV.CSFT;-1;-1
IV.CSGE1;-1;-1
IV.CSLB;3;3
IV.CSNT;2;3
IV.CSOB;5;5
IV.CSP1;-1;-1
IV.CSTH;2;2
IV.CTI;-1;3
IV.CTL8;2;2
IV.DGI;-1;4
IV.EBCN;-1;-1
IV.EBDA;2;2
IV.ECBD;-1;-1
IV.ECHR;-1;-1
IV.ECNE;-1;-1
IV.ECPN;-1;-1
IV.ECTS;-1;4
IV.ECZM;-1;-1
IV.EFIU;2;2
IV.EL6;-1;-1
IV.EMAS;2;2
